gId,filename,catalog_timestamp_utc,station,event_id,case_type,selection_reason
4946414,3RIMG_04MAY2017_0615_L2B_CMK_V01R00.h5,2017-05-04T06:15:00Z,VOTV,VOTV_CTL_03_20170518T08,control,MVP sample; station=VOTV; event=VOTV_CTL_03_20170518T08; window_start_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
5043286,3RIMG_05JUN2017_1945_L2B_CMK_V01R00.h5,2017-06-05T19:45:00Z,VECC,VECC_CTL_01_20170619T10,control,MVP sample; station=VECC; event=VECC_CTL_01_20170619T10; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
5043574,3RIMG_05JUN2017_2245_L2B_CMK_V01R00.h5,2017-06-05T22:45:00Z,VECC,VECC_CTL_01_20170619T10,control,MVP sample; station=VECC; event=VECC_CTL_01_20170619T10; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
5044268,3RIMG_06JUN2017_0245_L2B_CMK_V01R00.h5,2017-06-06T02:45:00Z,VECC,VECC_CTL_01_20170619T10,control,MVP sample; station=VECC; event=VECC_CTL_01_20170619T10; window_end_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
5088143,3RIMG_19JUN2017_0815_L2B_CMK_V01R00.h5,2017-06-19T08:15:00Z,VECC,VECC_TS_01_20170619T10,thunderstorm_episode,MVP sample; station=VECC; event=VECC_TS_01_20170619T10; window_start_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
5088907,3RIMG_19JUN2017_1215_L2B_CMK_V01R00.h5,2017-06-19T12:15:00Z,VECC,VECC_TS_01_20170619T10,thunderstorm_episode,MVP sample; station=VECC; event=VECC_TS_01_20170619T10; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
5089707,3RIMG_19JUN2017_1615_L2B_CMK_V01R00.h5,2017-06-19T16:15:00Z,VECC,VECC_TS_01_20170619T10,thunderstorm_episode,MVP sample; station=VECC; event=VECC_TS_01_20170619T10; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
5090272,3RIMG_19JUN2017_1915_L2B_CMK_V01R00.h5,2017-06-19T19:15:00Z,VECC,VECC_TS_01_20170619T10,thunderstorm_episode,MVP sample; station=VECC; event=VECC_TS_01_20170619T10; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
5091007,3RIMG_19JUN2017_2315_L2B_CMK_V01R00.h5,2017-06-19T23:15:00Z,VECC,VECC_TS_01_20170619T10,thunderstorm_episode,MVP sample; station=VECC; event=VECC_TS_01_20170619T10; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
5091595,3RIMG_20JUN2017_0245_L2B_CMK_V01R00.h5,2017-06-20T02:45:00Z,VECC,VECC_TS_01_20170619T10,thunderstorm_episode,MVP sample; station=VECC; event=VECC_TS_01_20170619T10; window_end_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
6345958,3RIMG_30JUL2018_1714_L2B_CMK_V01R00.h5,2018-07-30T17:14:00Z,VOTV,VOTV_TS_02_20180730T19,thunderstorm_episode,MVP sample; station=VOTV; event=VOTV_TS_02_20180730T19; window_start_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
6346319,3RIMG_30JUL2018_2144_L2B_CMK_V01R00.h5,2018-07-30T21:44:00Z,VOTV,VOTV_TS_02_20180730T19,thunderstorm_episode,MVP sample; station=VOTV; event=VOTV_TS_02_20180730T19; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
6346578,3RIMG_31JUL2018_0044_L2B_CMK_V01R00.h5,2018-07-31T00:44:00Z,VOTV,VOTV_TS_02_20180730T19,thunderstorm_episode,MVP sample; station=VOTV; event=VOTV_TS_02_20180730T19; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
6347021,3RIMG_31JUL2018_0514_L2B_CMK_V01R00.h5,2018-07-31T05:14:00Z,VOTV,VOTV_TS_02_20180730T19,thunderstorm_episode,MVP sample; station=VOTV; event=VOTV_TS_02_20180730T19; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
6347347,3RIMG_31JUL2018_0814_L2B_CMK_V01R00.h5,2018-07-31T08:14:00Z,VOTV,VOTV_TS_02_20180730T19,thunderstorm_episode,MVP sample; station=VOTV; event=VOTV_TS_02_20180730T19; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
6347669,3RIMG_31JUL2018_1144_L2B_CMK_V01R00.h5,2018-07-31T11:44:00Z,VOTV,VOTV_TS_02_20180730T19,thunderstorm_episode,MVP sample; station=VOTV; event=VOTV_TS_02_20180730T19; window_end_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
6381693,3RIMG_13AUG2018_1715_L2B_CMK_V01R00.h5,2018-08-13T17:15:00Z,VOTV,VOTV_CTL_02_20180730T19,control,MVP sample; station=VOTV; event=VOTV_CTL_02_20180730T19; window_start_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
6381859,3RIMG_13AUG2018_2145_L2B_CMK_V01R00.h5,2018-08-13T21:45:00Z,VOTV,VOTV_CTL_02_20180730T19,control,MVP sample; station=VOTV; event=VOTV_CTL_02_20180730T19; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
6382194,3RIMG_14AUG2018_0145_L2B_CMK_V01R00.h5,2018-08-14T01:45:00Z,VOTV,VOTV_CTL_02_20180730T19,control,MVP sample; station=VOTV; event=VOTV_CTL_02_20180730T19; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
6382503,3RIMG_14AUG2018_0445_L2B_CMK_V01R00.h5,2018-08-14T04:45:00Z,VOTV,VOTV_CTL_02_20180730T19,control,MVP sample; station=VOTV; event=VOTV_CTL_02_20180730T19; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
6383035,3RIMG_14AUG2018_0845_L2B_CMK_V01R00.h5,2018-08-14T08:45:00Z,VOTV,VOTV_CTL_02_20180730T19,control,MVP sample; station=VOTV; event=VOTV_CTL_02_20180730T19; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
6383330,3RIMG_14AUG2018_1145_L2B_CMK_V01R00.h5,2018-08-14T11:45:00Z,VOTV,VOTV_CTL_02_20180730T19,control,MVP sample; station=VOTV; event=VOTV_CTL_02_20180730T19; window_end_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
7530871,3RIMG_25JUL2019_0115_L2B_CMK_V01R00.h5,2019-07-25T01:15:00Z,VOCI,VOCI_CTL_03_20190808T03,control,MVP sample; station=VOCI; event=VOCI_CTL_03_20190808T03; window_start_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
7531825,3RIMG_25JUL2019_0415_L2B_CMK_V01R00.h5,2019-07-25T04:15:00Z,VOCI,VOCI_CTL_03_20190808T03,control,MVP sample; station=VOCI; event=VOCI_CTL_03_20190808T03; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
7532897,3RIMG_25JUL2019_0715_L2B_CMK_V01R00.h5,2019-07-25T07:15:00Z,VOCI,VOCI_CTL_03_20190808T03,control,MVP sample; station=VOCI; event=VOCI_CTL_03_20190808T03; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
7533554,3RIMG_25JUL2019_0915_L2B_CMK_V01R00.h5,2019-07-25T09:15:00Z,VOCI,VOCI_CTL_03_20190808T03,control,MVP sample; station=VOCI; event=VOCI_CTL_03_20190808T03; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
7534288,3RIMG_25JUL2019_1215_L2B_CMK_V01R00.h5,2019-07-25T12:15:00Z,VOCI,VOCI_CTL_03_20190808T03,control,MVP sample; station=VOCI; event=VOCI_CTL_03_20190808T03; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
7534741,3RIMG_25JUL2019_1445_L2B_CMK_V01R00.h5,2019-07-25T14:45:00Z,VOCI,VOCI_CTL_03_20190808T03,control,MVP sample; station=VOCI; event=VOCI_CTL_03_20190808T03; window_end_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
7568817,3RIMG_08AUG2019_0115_L2B_CMK_V01R00.h5,2019-08-08T01:15:00Z,VOCI,VOCI_TS_03_20190808T03,thunderstorm_episode,MVP sample; station=VOCI; event=VOCI_TS_03_20190808T03; window_start_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
7569046,3RIMG_08AUG2019_0415_L2B_CMK_V01R00.h5,2019-08-08T04:15:00Z,VOCI,VOCI_TS_03_20190808T03,thunderstorm_episode,MVP sample; station=VOCI; event=VOCI_TS_03_20190808T03; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
7569564,3RIMG_08AUG2019_0715_L2B_CMK_V01R00.h5,2019-08-08T07:15:00Z,VOCI,VOCI_TS_03_20190808T03,thunderstorm_episode,MVP sample; station=VOCI; event=VOCI_TS_03_20190808T03; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
7569826,3RIMG_08AUG2019_0915_L2B_CMK_V01R00.h5,2019-08-08T09:15:00Z,VOCI,VOCI_TS_03_20190808T03,thunderstorm_episode,MVP sample; station=VOCI; event=VOCI_TS_03_20190808T03; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
7570152,3RIMG_08AUG2019_1215_L2B_CMK_V01R00.h5,2019-08-08T12:15:00Z,VOCI,VOCI_TS_03_20190808T03,thunderstorm_episode,MVP sample; station=VOCI; event=VOCI_TS_03_20190808T03; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
7570395,3RIMG_08AUG2019_1445_L2B_CMK_V01R00.h5,2019-08-08T14:45:00Z,VOCI,VOCI_TS_03_20190808T03,thunderstorm_episode,MVP sample; station=VOCI; event=VOCI_TS_03_20190808T03; window_end_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
7645400,3RIMG_10SEP2019_1115_L2B_CMK_V01R00.h5,2019-09-10T11:15:00Z,VABB,VABB_CTL_01_20190924T13,control,MVP sample; station=VABB; event=VABB_CTL_01_20190924T13; window_start_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
7645746,3RIMG_10SEP2019_1415_L2B_CMK_V01R00.h5,2019-09-10T14:15:00Z,VABB,VABB_CTL_01_20190924T13,control,MVP sample; station=VABB; event=VABB_CTL_01_20190924T13; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
7646006,3RIMG_10SEP2019_1615_L2B_CMK_V01R00.h5,2019-09-10T16:15:00Z,VABB,VABB_CTL_01_20190924T13,control,MVP sample; station=VABB; event=VABB_CTL_01_20190924T13; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
7646289,3RIMG_10SEP2019_2315_L2B_CMK_V01R00.h5,2019-09-10T23:15:00Z,VABB,VABB_CTL_01_20190924T13,control,MVP sample; station=VABB; event=VABB_CTL_01_20190924T13; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
7646554,3RIMG_11SEP2019_0115_L2B_CMK_V01R00.h5,2019-09-11T01:15:00Z,VABB,VABB_CTL_01_20190924T13,control,MVP sample; station=VABB; event=VABB_CTL_01_20190924T13; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
7646834,3RIMG_11SEP2019_0345_L2B_CMK_V01R00.h5,2019-09-11T03:45:00Z,VABB,VABB_CTL_01_20190924T13,control,MVP sample; station=VABB; event=VABB_CTL_01_20190924T13; window_end_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
7679852,3RIMG_24SEP2019_1115_L2B_CMK_V01R00.h5,2019-09-24T11:15:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode,MVP sample; station=VABB; event=VABB_TS_01_20190924T13; window_start_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
7680258,3RIMG_24SEP2019_1415_L2B_CMK_V01R00.h5,2019-09-24T14:15:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode,MVP sample; station=VABB; event=VABB_TS_01_20190924T13; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
7680747,3RIMG_24SEP2019_1632_L2B_CMK_V01R00.h5,2019-09-24T16:32:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode,MVP sample; station=VABB; event=VABB_TS_01_20190924T13; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
7682309,3RIMG_24SEP2019_2232_L2B_CMK_V01R00.h5,2019-09-24T22:32:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode,MVP sample; station=VABB; event=VABB_TS_01_20190924T13; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
7681358,3RIMG_25SEP2019_0136_L2B_CMK_V01R00.h5,2019-09-25T01:36:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode,MVP sample; station=VABB; event=VABB_TS_01_20190924T13; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
7682224,3RIMG_25SEP2019_0358_L2B_CMK_V01R00.h5,2019-09-25T03:58:00Z,VABB,VABB_TS_01_20190924T13,thunderstorm_episode,MVP sample; station=VABB; event=VABB_TS_01_20190924T13; window_end_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
9839624,3RIMG_24DEC2021_1715_L2B_CMK_V01R00.h5,2021-12-24T17:15:00Z,VIDP,VIDP_CTL_03_20220107T19,control,MVP sample; station=VIDP; event=VIDP_CTL_03_20220107T19; window_start_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
9839792,3RIMG_24DEC2021_1915_L2B_CMK_V01R00.h5,2021-12-24T19:15:00Z,VIDP,VIDP_CTL_03_20220107T19,control,MVP sample; station=VIDP; event=VIDP_CTL_03_20220107T19; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
9840126,3RIMG_24DEC2021_2215_L2B_CMK_V01R00.h5,2021-12-24T22:15:00Z,VIDP,VIDP_CTL_03_20220107T19,control,MVP sample; station=VIDP; event=VIDP_CTL_03_20220107T19; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
9840286,3RIMG_25DEC2021_0015_L2B_CMK_V01R00.h5,2021-12-25T00:15:00Z,VIDP,VIDP_CTL_03_20220107T19,control,MVP sample; station=VIDP; event=VIDP_CTL_03_20220107T19; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
9841457,3RIMG_25DEC2021_0645_L2B_CMK_V01R00.h5,2021-12-25T06:45:00Z,VIDP,VIDP_CTL_03_20220107T19,control,MVP sample; station=VIDP; event=VIDP_CTL_03_20220107T19; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
9842117,3RIMG_25DEC2021_0845_L2B_CMK_V01R00.h5,2021-12-25T08:45:00Z,VIDP,VIDP_CTL_03_20220107T19,control,MVP sample; station=VIDP; event=VIDP_CTL_03_20220107T19; window_end_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
9877886,3RIMG_07JAN2022_1715_L2B_CMK_V01R00.h5,2022-01-07T17:15:00Z,VIDP,VIDP_TS_03_20220107T19,thunderstorm_episode,MVP sample; station=VIDP; event=VIDP_TS_03_20220107T19; window_start_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
9878125,3RIMG_07JAN2022_2015_L2B_CMK_V01R00.h5,2022-01-07T20:15:00Z,VIDP,VIDP_TS_03_20220107T19,thunderstorm_episode,MVP sample; station=VIDP; event=VIDP_TS_03_20220107T19; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
9878374,3RIMG_07JAN2022_2315_L2B_CMK_V01R00.h5,2022-01-07T23:15:00Z,VIDP,VIDP_TS_03_20220107T19,thunderstorm_episode,MVP sample; station=VIDP; event=VIDP_TS_03_20220107T19; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
9878696,3RIMG_08JAN2022_0315_L2B_CMK_V01R00.h5,2022-01-08T03:15:00Z,VIDP,VIDP_TS_03_20220107T19,thunderstorm_episode,MVP sample; station=VIDP; event=VIDP_TS_03_20220107T19; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
9879010,3RIMG_08JAN2022_0615_L2B_CMK_V01R00.h5,2022-01-08T06:15:00Z,VIDP,VIDP_TS_03_20220107T19,thunderstorm_episode,MVP sample; station=VIDP; event=VIDP_TS_03_20220107T19; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
9879239,3RIMG_08JAN2022_0845_L2B_CMK_V01R00.h5,2022-01-08T08:45:00Z,VIDP,VIDP_TS_03_20220107T19,thunderstorm_episode,MVP sample; station=VIDP; event=VIDP_TS_03_20220107T19; window_end_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
12472515,3RIMG_20OCT2023_0615_L2B_CMK_V01R00.h5,2023-10-20T06:15:00Z,VOCI,VOCI_CTL_02_20231103T08,control,MVP sample; station=VOCI; event=VOCI_CTL_02_20231103T08; window_start_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
12473275,3RIMG_20OCT2023_0915_L2B_CMK_V01R00.h5,2023-10-20T09:15:00Z,VOCI,VOCI_CTL_02_20231103T08,control,MVP sample; station=VOCI; event=VOCI_CTL_02_20231103T08; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
12473603,3RIMG_20OCT2023_1115_L2B_CMK_V01R00.h5,2023-10-20T11:15:00Z,VOCI,VOCI_CTL_02_20231103T08,control,MVP sample; station=VOCI; event=VOCI_CTL_02_20231103T08; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
12474125,3RIMG_20OCT2023_1415_L2B_CMK_V01R00.h5,2023-10-20T14:15:00Z,VOCI,VOCI_CTL_02_20231103T08,control,MVP sample; station=VOCI; event=VOCI_CTL_02_20231103T08; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
12474561,3RIMG_20OCT2023_1615_L2B_CMK_V01R00.h5,2023-10-20T16:15:00Z,VOCI,VOCI_CTL_02_20231103T08,control,MVP sample; station=VOCI; event=VOCI_CTL_02_20231103T08; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
12475661,3RIMG_20OCT2023_2245_L2B_CMK_V01R00.h5,2023-10-20T22:45:00Z,VOCI,VOCI_CTL_02_20231103T08,control,MVP sample; station=VOCI; event=VOCI_CTL_02_20231103T08; window_end_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
12551955,3RIMG_03NOV2023_0615_L2B_CMK_V01R00.h5,2023-11-03T06:15:00Z,VOCI,VOCI_TS_02_20231103T08,thunderstorm_episode,MVP sample; station=VOCI; event=VOCI_TS_02_20231103T08; window_start_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
12552771,3RIMG_03NOV2023_0915_L2B_CMK_V01R00.h5,2023-11-03T09:15:00Z,VOCI,VOCI_TS_02_20231103T08,thunderstorm_episode,MVP sample; station=VOCI; event=VOCI_TS_02_20231103T08; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
12553225,3RIMG_03NOV2023_1115_L2B_CMK_V01R00.h5,2023-11-03T11:15:00Z,VOCI,VOCI_TS_02_20231103T08,thunderstorm_episode,MVP sample; station=VOCI; event=VOCI_TS_02_20231103T08; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
12553871,3RIMG_03NOV2023_1415_L2B_CMK_V01R00.h5,2023-11-03T14:15:00Z,VOCI,VOCI_TS_02_20231103T08,thunderstorm_episode,MVP sample; station=VOCI; event=VOCI_TS_02_20231103T08; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
12554279,3RIMG_03NOV2023_1615_L2B_CMK_V01R00.h5,2023-11-03T16:15:00Z,VOCI,VOCI_TS_02_20231103T08,thunderstorm_episode,MVP sample; station=VOCI; event=VOCI_TS_02_20231103T08; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
12555403,3RIMG_03NOV2023_2245_L2B_CMK_V01R00.h5,2023-11-03T22:45:00Z,VOCI,VOCI_TS_02_20231103T08,thunderstorm_episode,MVP sample; station=VOCI; event=VOCI_TS_02_20231103T08; window_end_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
13452103,3RIMG_22APR2024_1115_L2B_CMK_V01R00.h5,2024-04-22T11:15:00Z,VECC,VECC_CTL_04_20240506T13,control,MVP sample; station=VECC; event=VECC_CTL_04_20240506T13; window_start_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
13452631,3RIMG_22APR2024_1445_L2B_CMK_V01R00.h5,2024-04-22T14:45:00Z,VECC,VECC_CTL_04_20240506T13,control,MVP sample; station=VECC; event=VECC_CTL_04_20240506T13; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
13453089,3RIMG_22APR2024_1645_L2B_CMK_V01R00.h5,2024-04-22T16:45:00Z,VECC,VECC_CTL_04_20240506T13,control,MVP sample; station=VECC; event=VECC_CTL_04_20240506T13; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
13454345,3RIMG_22APR2024_2315_L2B_CMK_V01R00.h5,2024-04-22T23:15:00Z,VECC,VECC_CTL_04_20240506T13,control,MVP sample; station=VECC; event=VECC_CTL_04_20240506T13; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
13454773,3RIMG_23APR2024_0115_L2B_CMK_V01R00.h5,2024-04-23T01:15:00Z,VECC,VECC_CTL_04_20240506T13,control,MVP sample; station=VECC; event=VECC_CTL_04_20240506T13; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
13455117,3RIMG_23APR2024_0245_L2B_CMK_V01R00.h5,2024-04-23T02:45:00Z,VECC,VECC_CTL_04_20240506T13,control,MVP sample; station=VECC; event=VECC_CTL_04_20240506T13; window_end_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
13522375,3RIMG_06MAY2024_1115_L2B_CMK_V01R00.h5,2024-05-06T11:15:00Z,VECC,VECC_TS_04_20240506T13,thunderstorm_episode,MVP sample; station=VECC; event=VECC_TS_04_20240506T13; window_start_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
13522685,3RIMG_06MAY2024_1315_L2B_CMK_V01R00.h5,2024-05-06T13:15:00Z,VECC,VECC_TS_04_20240506T13,thunderstorm_episode,MVP sample; station=VECC; event=VECC_TS_04_20240506T13; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
13522893,3RIMG_06MAY2024_1615_L2B_CMK_V01R00.h5,2024-05-06T16:15:00Z,VECC,VECC_TS_04_20240506T13,thunderstorm_episode,MVP sample; station=VECC; event=VECC_TS_04_20240506T13; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
13523613,3RIMG_06MAY2024_2315_L2B_CMK_V01R00.h5,2024-05-06T23:15:00Z,VECC,VECC_TS_04_20240506T13,thunderstorm_episode,MVP sample; station=VECC; event=VECC_TS_04_20240506T13; window_interior_actual_catalog_timestamp; thinned_min_gap_40min; not_hourly_observation
